victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
31;Male;White;25/09/2017;Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;Yes;White
46;Male;Black;24/09/2017;San Francisco;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
24;Male;White;24/09/2017;New Castle;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
40;Male;White;23/09/2017;Hattiesburg;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;Hispanic;23/09/2017;Inwood;NY;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Drug or alcohol use;;
27;Male;White;22/09/2017;Huntington Beach;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;White
28;Male;White;22/09/2017;Mesa;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;White, Unknown, Unknown
26;Male;Hispanic;22/09/2017;Oceanside;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
30;Male;White;22/09/2017;Commerce City;CO;Gunshot;Justified by District Attorney;Unclear;Not fleeing;No;No;
44;Male;White;22/09/2017;Brooksville;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;Unknown, White, White, Unknown, Unknown, White, White
58;Male;White;21/09/2017;Lane;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;;
40;Male;White;21/09/2017;Tacoma;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;;
25;Male;Native American;21/09/2017;Littleton;CO;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
38;Male;Hispanic;21/09/2017;Rockwall;TX;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;;
25;Male;Black;20/09/2017;Peoria;IL;Gunshot;Justified by County State's Attorney;Allegedly Armed;Not fleeing;No;;
31;Male;Black;20/09/2017;Huntsville;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
55;Male;White;19/09/2017;Independence;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
Unknown;Male;White;19/09/2017;La Porte;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;White;19/09/2017;Monroe;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;;
27;Male;White;19/09/2017;Chula Vista;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
35;Male;Hispanic;19/09/2017;Oklahoma City;OK;Gunshot;Justified by District Attorney;Unclear;Not fleeing;No;;
53;Male;White;19/09/2017;Bernice;LA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;;
31;Male;White;18/09/2017;Piedmont;AL;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Yes;No;
37;Male;White;17/09/2017;Oak Harbor;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
21;Male;Black;17/09/2017;West Milford;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
Unknown;Male;Hispanic;17/09/2017;Los Angeles;CA;Gunshot, Taser, Beanbag Shotgun;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
21;Transgender;White;16/09/2017;Atlanta;GA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Yes;No;White
15;Male;Hispanic;15/09/2017;Haymarket;VA;Gunshot;Justified by Commonwealth's Attorney;Unclear;Not fleeing;Unknown;No;White
32;Male;Hispanic;15/09/2017;San Jose;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;No;
48;Male;White;15/09/2017;Hallandale Beach;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;Unknown;No;Hispanic, Black
50;Male;White;14/09/2017;Frametown;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
31;Male;Hispanic;13/09/2017;Quartzsite;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
48;Male;White;11/09/2017;Hixson;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
40;Male;Hispanic;11/09/2017;West Valinda;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Drug or alcohol use;No;
25;Male;Native American;11/09/2017;Great Falls;MT;Gunshot;Other justified (Civilian board/Coroner/Medical examiner);Unclear;Foot;No;No;
22;Male;Hispanic;10/09/2017;Youngtown;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
76;Male;White;10/09/2017;Huntersville;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
58;Male;Hispanic;10/09/2017;Tacoma;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;Unknown, White, Unknown
32;Male;White;10/09/2017;Plano;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White
19;Male;Hispanic;10/09/2017;Chicago;IL;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;Unknown;No;
26;Male;Black;09/09/2017;Arcata;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
45;Male;White;08/09/2017;Amarillo;TX;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;No;No;
50;Male;White;08/09/2017;Monett;MO;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Drug or alcohol use;No;White
41;Male;Black;07/09/2017;Sacramento;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
29;Male;Hispanic;06/09/2017;Charlotte;NC;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
31;Male;Black;06/09/2017;Bronx;NY;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;Yes;White, White
42;Male;White;06/09/2017;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
16;Male;White;05/09/2017;Miami;FL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
Unknown;Female;Hispanic;05/09/2017;Houston;TX;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
52;Male;White;04/09/2017;Columbus;GA;Gunshot, Taser;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
67;Male;Unknown race;04/09/2017;Hohenwald;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
44;Male;White;04/09/2017;Toledo;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Black;04/09/2017;Chicago;IL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;;
37;Male;Black;03/09/2017;Milwaukee;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
47;Male;White;03/09/2017;Longview;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
30;Male;White;03/09/2017;Akron;OH;Gunshot;Justified by Prosecutor;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;White
31;Male;Black;03/09/2017;Myrtle Beach;SC;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;Unknown;No;
Unknown;Male;Unknown race;02/09/2017;Beaumont;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
36;Male;White;01/09/2017;Pittsfield;MA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Drug or alcohol use;No;
32;Male;White;01/09/2017;Poultney;VT;Gunshot;Justified by Attorney General;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;White, White, White, Black, White
45;Male;White;01/09/2017;Mount Hope;WI;Gunshot;Justified by District Attorney;Unclear;Foot;No;No;White
54;Female;White;31/08/2017;Fort Myers Beach;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
22;Male;Hispanic;30/08/2017;Milpitas;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
32;Male;Native American;30/08/2017;Sacramento;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;White, Unknown
55;Male;Black;29/08/2017;Evansville;IN;Gunshot, Taser;Pending investigation/No Known Charges;Unclear;Not fleeing;Yes;Yes;White
68;Male;Unknown race;29/08/2017;Jacksonville;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
22;Male;White;29/08/2017;Simsboro;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Female;White;29/08/2017;Watauga;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
17;Male;Black;29/08/2017;Hazel Crest;IL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
62;Male;White;28/08/2017;New Milford;CT;Gunshot;Justified by State's Attorney;Allegedly Armed;Foot;No;No;White
24;Male;Black;28/08/2017;Moundridge;KS;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;Yes;No;
27;Male;Black;28/08/2017;Miami;FL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;Hispanic
26;Male;Hispanic;27/08/2017;Farmington;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
33;Male;White;27/08/2017;Kettering;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White
34;Male;White;27/08/2017;Sharpsburg;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
18;Male;Black;26/08/2017;Pine Bluff;AR;Gunshot;Justified by Prosecutor;Allegedly Armed;Foot;No;No;
18;Male;Hispanic;26/08/2017;Guymon;OK;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;;
15;Male;Black;26/08/2017;Detroit;MI;Taser;Charged and Civil suit/Family awarded money;Vehicle;Car;No;;
44;Male;White;25/08/2017;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;Black
28;Female;White;25/08/2017;Sunrise;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
47;Male;Black;25/08/2017;Woodville;GA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
30;Male;Black;25/08/2017;Marietta;GA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;;
28;Male;White;24/08/2017;Waterford Township;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
19;Male;Hispanic;24/08/2017;Lemon Grove;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
24;Male;Black;24/08/2017;Orange;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
26;Female;White;23/08/2017;Olathe;KS;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Yes;No;
43;Male;Hispanic;23/08/2017;Denver;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;;
48;Male;White;22/08/2017;Tarzana;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
56;Male;White;22/08/2017;Durham;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;;
30;Transgender;Black;22/08/2017;Saint Louis;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
30;Male;White;22/08/2017;Santa Maria;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
71;Male;Hispanic;22/08/2017;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
66;Male;White;21/08/2017;Colorado City;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
51;Male;Black;21/08/2017;Steubenville;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
64;Male;White;21/08/2017;Pardeeville;WI;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
22;Male;White;21/08/2017;Franklin;WI;Gunshot;Justified by District Attorney;Allegedly Armed;Other;Yes;No;White
42;Male;White;21/08/2017;Morganton;NC;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
44;Male;White;20/08/2017;Yellville;AR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
32;Male;Black;20/08/2017;Brick;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
22;Male;White;20/08/2017;Marietta;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Drug or alcohol use;;
Unknown;Male;Hispanic;20/08/2017;Ridgecrest;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
32;Male;White;19/08/2017;Birmingham;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
26;Male;White;18/08/2017;Fairchance;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Black;18/08/2017;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;White, White
26;Male;Hispanic;18/08/2017;Montebello;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;;
60;Male;Unknown race;18/08/2017;Bloomfield;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;Hispanic;17/08/2017;Phoenix;AZ;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
65;Male;White;17/08/2017;Luverne;AL;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;No;
34;Male;Black;16/08/2017;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
54;Male;White;16/08/2017;Livermore;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
37;Male;Black;15/08/2017;Thomasville;GA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;Yes;White
20;Male;White;14/08/2017;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
45;Male;White;14/08/2017;Colorado Springs;CO;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
24;Male;White;13/08/2017;Mount Airy;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
54;Male;White;13/08/2017;La Crosse;WI;Gunshot;Justified by District Attorney;Allegedly Armed;Car;No;No;White, White
50;Male;Black;13/08/2017;Salt Lake City;UT;Gunshot;Justified by District Attorney;Allegedly Armed;Foot;No;No;White
34;Male;Hispanic;13/08/2017;Miami Lakes;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
41;Male;White;13/08/2017;Cosby;TN;Gunshot, Police Dog;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
46;Male;Black;13/08/2017;Kennewick;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
35;Male;Hispanic;12/08/2017;Puyallup;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
Unknown;Male;Hispanic;11/08/2017;Channelview;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;Black;11/08/2017;Philadelphia;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
49;Male;White;10/08/2017;Pacific Palisades;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;Asian, Hispanic
33;Male;White;10/08/2017;Dyer;IN;Gunshot;Pending investigation;Vehicle;Car;No;No;
20;Male;Black;09/08/2017;Kent;WA;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
23;Male;White;08/08/2017;Junction City;KS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
17;Male;Black;08/08/2017;Dolton;IL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
29;Male;Hispanic;07/08/2017;Wichita;KS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
45;Male;Hispanic;07/08/2017;North Bergen;NJ;Gunshot, Pepper Spray;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
36;Male;White;07/08/2017;Kansas City;MO;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
28;Male;Black;06/08/2017;Kansas City;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
32;Male;White;06/08/2017;Bon Aqua;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
24;Male;White;05/08/2017;New Straitsville;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
35;Male;Hispanic;05/08/2017;Santa Rosa;CA;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;White, Unknown, White
34;Male;Black;05/08/2017;Fort Lauderdale;FL;Pepper Spray;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;;
33;Male;Black;04/08/2017;Myrtle Beach;SC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
35;Male;White;04/08/2017;Spanish Springs;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
47;Male;Black;04/08/2017;San Diego;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
36;Female;White;04/08/2017;Marine City;MI;Gunshot;Justified by Prosecutor;Allegedly Armed;Not fleeing;Unknown;No;White, White, Unknown, Unknown, Unknown
54;Male;White;04/08/2017;Clarendon;PA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
53;Male;White;04/08/2017;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
33;Male;White;04/08/2017;Kress;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
31;Male;White;04/08/2017;Meridian;MS;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
57;Male;White;03/08/2017;Lima;OH;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;White, White
29;Male;Black;02/08/2017;Coushatta;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
27;Male;Black;02/08/2017;Decatur;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;Black, Black, Black, Black
15;Male;Black;02/08/2017;Gary;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;;
45;Male;Hispanic;02/08/2017;Richmond;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
28;Male;White;02/08/2017;Worthington;WV;Gunshot;Pending investigation;Vehicle;Car;No;No;
39;Male;White;01/08/2017;Visalia;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
33;Male;Hispanic;01/08/2017;Oregon House;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Hispanic;01/08/2017;Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;White
42;Male;White;01/08/2017;Mount Airy;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
